supermercado,categoria,item,valor,data_postagem,link,post_url
Supermercado Bianchi,Bazar / Eletro,Pote de Vidro Nadir 2L,14.99,21/08/2026,https://instagram.fjal2-1.fna.fbcdn.net/v/t39.30808-6/782170702_1657849206345477_5831566733473110975_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=100&ig_cache_key=Mzk2ODk0NTQxMzExMjgxNzUxNQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTYzOC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=nPR0J7MpbqkQ7kNvwGTufPc&_nc_oc=AdrAnofScMGb7JEy3acLCjyQ8V_EYDdJrcrNUmu0PZ-Jzn2cfdSSNstL_TJXGBzUoA6T3OKZFwcdPAs4-xwl7CKu&_nc_zt=23&_nc_ht=instagram.fjal2-1.fna&_nc_gid=NvcNX2IA17yahy36SxQO3g&_nc_ss=72a8c&oh=00_AQEnMbAF_4-1Bgtm-jMT5QqOJC0j1s5xGTZsLfyRKtQHzA&oe=6A932677,https://www.instagram.com/p/DcUhthogY_o/
DIÁRIO MT | Marketing e informação,Bazar / Eletro,Pote de Vidro com Tampa Marinex,27.9,24/08/2026,https://scontent-dfw5-2.cdninstagram.com/v/t51.82787-15/784426430_18112754675080502_5523164937015931681_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=100&ig_cache_key=Mzk3MTAyNzkwODk4MjQxNTExMzE4MTEyNzU0NjY5MDgwNTAy.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjcyMC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=T8Y6S1wr0AwQ7kNvwHQc8Ye&_nc_oc=Ado8EycmAQ1U-Urs2_sx1VnHYEa4Iex9rT4l_KPc8ieWsL4uEFyjtPe-uJL-d26-tE0&_nc_zt=23&_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_gid=PGGdYKuq5oelhYx2ry7SYw&_nc_ss=72a8c&oh=00_AQHNOAPsoKKsSaFCCzInedi6I43EVlVEo-OtzB5T87T0lQ&oe=6A93516B,https://www.instagram.com/p/Dcb7NgEDx8J/
DIÁRIO MT | Marketing e informação,Bazar / Eletro,Pote de Vidro com Tampa Marinex,28.9,24/08/2026,https://scontent-dfw5-2.cdninstagram.com/v/t51.82787-15/784426430_18112754675080502_5523164937015931681_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=100&ig_cache_key=Mzk3MTAyNzkwODk4MjQxNTExMzE4MTEyNzU0NjY5MDgwNTAy.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjcyMC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=T8Y6S1wr0AwQ7kNvwHQc8Ye&_nc_oc=Ado8EycmAQ1U-Urs2_sx1VnHYEa4Iex9rT4l_KPc8ieWsL4uEFyjtPe-uJL-d26-tE0&_nc_zt=23&_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_gid=PGGdYKuq5oelhYx2ry7SYw&_nc_ss=72a8c&oh=00_AQHNOAPsoKKsSaFCCzInedi6I43EVlVEo-OtzB5T87T0lQ&oe=6A93516B,https://www.instagram.com/p/Dcb7NgEDx8J/
DIÁRIO MT | Marketing e informação,Bazar / Eletro,Pote de Vidro com Tampa Marinex,38.9,24/08/2026,https://scontent-dfw5-2.cdninstagram.com/v/t51.82787-15/784426430_18112754675080502_5523164937015931681_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=100&ig_cache_key=Mzk3MTAyNzkwODk4MjQxNTExMzE4MTEyNzU0NjY5MDgwNTAy.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjcyMC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=T8Y6S1wr0AwQ7kNvwHQc8Ye&_nc_oc=Ado8EycmAQ1U-Urs2_sx1VnHYEa4Iex9rT4l_KPc8ieWsL4uEFyjtPe-uJL-d26-tE0&_nc_zt=23&_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_gid=PGGdYKuq5oelhYx2ry7SYw&_nc_ss=72a8c&oh=00_AQHNOAPsoKKsSaFCCzInedi6I43EVlVEo-OtzB5T87T0lQ&oe=6A93516B,https://www.instagram.com/p/Dcb7NgEDx8J/
Supermercado Bianchi,Bazar / Eletro,Ventilador Mondial Super Power 40cm,159.9,21/08/2026,https://instagram.fjal2-1.fna.fbcdn.net/v/t39.30808-6/782170702_1657849206345477_5831566733473110975_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=100&ig_cache_key=Mzk2ODk0NTQxMzExMjgxNzUxNQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTYzOC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=nPR0J7MpbqkQ7kNvwGTufPc&_nc_oc=AdrAnofScMGb7JEy3acLCjyQ8V_EYDdJrcrNUmu0PZ-Jzn2cfdSSNstL_TJXGBzUoA6T3OKZFwcdPAs4-xwl7CKu&_nc_zt=23&_nc_ht=instagram.fjal2-1.fna&_nc_gid=NvcNX2IA17yahy36SxQO3g&_nc_ss=72a8c&oh=00_AQEnMbAF_4-1Bgtm-jMT5QqOJC0j1s5xGTZsLfyRKtQHzA&oe=6A932677,https://www.instagram.com/p/DcUhthogY_o/
DIÁRIO MT | Marketing e informação,Bazar / Eletro,Panela de Pressão Elétrica Philco,359.9,24/08/2026,https://scontent-dfw5-2.cdninstagram.com/v/t51.82787-15/784426430_18112754675080502_5523164937015931681_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=100&ig_cache_key=Mzk3MTAyNzkwODk4MjQxNTExMzE4MTEyNzU0NjY5MDgwNTAy.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjcyMC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=T8Y6S1wr0AwQ7kNvwHQc8Ye&_nc_oc=Ado8EycmAQ1U-Urs2_sx1VnHYEa4Iex9rT4l_KPc8ieWsL4uEFyjtPe-uJL-d26-tE0&_nc_zt=23&_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_gid=PGGdYKuq5oelhYx2ry7SYw&_nc_ss=72a8c&oh=00_AQHNOAPsoKKsSaFCCzInedi6I43EVlVEo-OtzB5T87T0lQ&oe=6A93516B,https://www.instagram.com/p/Dcb7NgEDx8J/
Machadão Atacadista,Bebidas / Alcoólicos Diversos,Copo Whisky Nadir 265ml,3.9,23/08/2026,https://scontent-ams2-1.cdninstagram.com/v/t39.30808-6/778958180_1356238129929478_2325913015574542258_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=102&ig_cache_key=Mzk3MDQwNjA2NTc0MDI2MDU2NA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTQ0MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=hBCZnXY1qCMQ7kNvwHL9VCC&_nc_oc=AdocL0KQ0VGSo2iKnroW8_qxt9uwyHILBbGWdHcP70OcG5i1UEeVQKocB0T-VxGc78k&_nc_zt=23&_nc_ht=scontent-ams2-1.cdninstagram.com&_nc_gid=Apty3V3QNLt-BStPKMQfeQ&_nc_ss=72a8c&oh=00_AQHlfE_YXkkSwjb5urycrl-kwe6CuWlAIofJZklMTFsGRQ&oe=6A933F4A,https://www.instagram.com/p/DcZt02IgXYs/
Machadão Atacadista,Bebidas / Alcoólicos Diversos,Copo Nadir Whisky Bar 265ml,3.9,23/08/2026,https://scontent-ams2-1.cdninstagram.com/v/t39.30808-6/780104401_1356238156596142_1480217435166211985_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=105&ig_cache_key=Mzk3MDQwNjA2NDA5NjEwMTQ1NQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTQ0MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=lTNObl1cFPcQ7kNvwGDumda&_nc_oc=Ado0Pe3hxU04Vo50Xwn-SqT2I1wl4JLN9Jjbt2J0rXmXn8eG8fTpTj3Dm6-HqrSQ3gM&_nc_zt=23&_nc_ht=scontent-ams2-1.cdninstagram.com&_nc_gid=Apty3V3QNLt-BStPKMQfeQ&_nc_ss=72a8c&oh=00_AQEvt8i4zzPkYD0QkXeciOypu02JUHhqKfPT0aYMmKqEQQ&oe=6A934FD4,https://www.instagram.com/p/DcZt02IgXYs/
Machadão Atacadista,Bebidas / Alcoólicos Diversos,Ervilha em Conserva Fugini 1.7kg,19.9,23/08/2026,https://scontent-ams2-1.cdninstagram.com/v/t39.30808-6/778972569_1356238123262812_5423956361795803380_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=106&ig_cache_key=Mzk3MDQwNjA2NTUzMDUzODgyNA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTQ0MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=fuwsMgP1G_oQ7kNvwETUbPu&_nc_oc=AdptkZCIr-pIpFs6tqtv1yGIDpDxpxwr3alkyjhjinJWUUPQUVrIonONim23wKfDdM0&_nc_zt=23&_nc_ht=scontent-ams2-1.cdninstagram.com&_nc_gid=Apty3V3QNLt-BStPKMQfeQ&_nc_ss=72a8c&oh=00_AQFs0fvfaCYeeRwNxKxhEWZKHM8NVKmXN8OOymE5NDcZvQ&oe=6A935480,https://www.instagram.com/p/DcZt02IgXYs/
Machadão Atacadista,Bebidas / Alcoólicos Diversos,Ervilha em Conserva Fugini 1.7kg,19.9,23/08/2026,https://scontent-ams2-1.cdninstagram.com/v/t39.30808-6/779292108_1356238126596145_5610087643213965884_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=109&ig_cache_key=Mzk3MDQwNjA2MzY4NTA0NzI1Ng%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTQ0MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=YHirvlqGkpEQ7kNvwFc7wcv&_nc_oc=AdqOTkrpFdLEOWnuPszaA_-1KEzuIU51ndnQCy5Gu6aqQhHHhUK82tZPN0Nn3sl1RLo&_nc_zt=23&_nc_ht=scontent-ams2-1.cdninstagram.com&_nc_gid=Apty3V3QNLt-BStPKMQfeQ&_nc_ss=72a8c&oh=00_AQFO5gdPyL9ZA8kt8qWrOPGHEwyXldA9xRPRQOaKZHvVOg&oe=6A9326BE,https://www.instagram.com/p/DcZt02IgXYs/
